"id","catalog_no","title","author_name","published_year","pages","language","status","source","category1","category2"
"1966","V0010","පාරාජිකා පාලි","තෙල්වත්තේ සිරි අරියවංස හිමි","1925-01-01",264,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"1967","V0011","පරිවාර පාළි","පිවි ඇම්වී පඤ්ඤාලොකාසභා හිමි","1905-01-01",328,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"1968","V0012","මගවග විනය පොත් වහන්සේ","බෙන්තර සද්ධාතිස්ස හිමි","1933-01-01",450,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"1970","V0014","පාචිත්තිය පාලි","තෙල්වත්තේ සිරි අරියවංස හිමි","1925-01-01",360,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"1971","V0015","සාරත්‍ථදීපනි නාම සමන්තපාසාදිකාය විනයඨකථාය ටීකා","දේවරක්ඛිත හිමි","1933-01-01",920,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"1975","V0019","පාලිමුත්තක විනයවිනිච්ඡය සංගහ ටීකා","කෝට්ටගොඩ පඤ්ඤාසාර හිමි","1908-01-01",162,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"1985","V0029","පාලිමුත්තකවිනයවිනිච්ඡය","කහවේ සිරිසුමංගල රතනසාර හිමි","1931-01-01",434,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"1992","V0036","භික්ඛුපාතිමොක්ඛ සමෙතා ගණඨිදීපනී","විමලරන්සිතිස්ස හිමි",NULL,124,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"1998","V0042","අධිකරණ විභාග සංගහෝ","කේ සුමේධ හිමි","1913-01-01",44,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2009","V0053","විනයවිනිච්ඡය","අම්බලන්ගොඩ සිරි සුමන තිස්ස හිමි","1914-01-01",358,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2014","V0058","සන්දේහ ඝාතිනී - කංඛාවිතරණී සන්නය","රුවන්ගිරි කන්ද ආරණ්‍ය",NULL,216,"Pali","partial","Path Nirwana","විනය","භික්ෂු විනය"
"2017","V0061","සමන්තපාසාදිකාය නාම විනයඨකථාය","ලේල්වල සිරිසද්ධම්මාචරිය සිරිනිවාස හිමි","1933-01-01",874,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2021","V0062","සීමානයදප්පනය","ධම්මාලංකාර හිමි","1885-01-01",288,"Pali","Full","Archive.org","විනය","භික්ෂු විනය"
"2052","S0078","ජාතකට්ඨකථා බුද්ධඝෝස හිමි 01","සීලානන්ද හිමි","1892-01-01",400,"Pali","Full","Na Uyana","සූත්‍ර","වෙනත්"
"2053","S0078","ජාතකට්ඨකථා බුද්ධඝෝස හිමි 02","සීලානන්ද හිමි","1913-01-01",646,"Pali","Full","Na Uyana","සූත්‍ර","වෙනත්"
"2083","S0087","පටිසම්භිදාමග්ග ගණ්ඨිපදත්ථ වණ්ණනා","තුඩාවේ අරියවංශ හිමි","1962-01-01",378,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත්"
"2090","S0091","දසදානවත්ථුප්‍රකරණය",NULL,"1898-01-01",46,"Pali","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2093","S0094","සාරත්ථ මඤ්ජූසා - මනෝරථපුරණී ටීකා","සුගුනසාර හා රතනසාර හිමි","1907-01-01",162,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත්"
"2097","B0011","සොතබ්බමාලිනි","අහුන්ගල්ලේ විමලසිරිතිස්ස හිමි","1911-01-01",156,"Pali","Full","Na Uyana","ධර්ම සංග්‍රහ ග්‍රන්ථ","ධර්ම සංග්‍රහ ග්‍රන්ථ"
"2114","RC0013","බ්රම්ම වංශ විනිශ්චය - බුරුම - අමරපුර නිකාය 1878",NULL,NULL,NULL,"Pali","Full","Archive.org","ඉපැරණි ග්‍රන්ථ","වංශ කථා හා ඉතිහාසය"
"2118","B0016","පරමත්ථමඤ්ජුසා විසුද්ධිමග්ගටීකා - Part 01/02/03","මොරොන්තුඩුවේ ධම්මානන්ද හිමි (ධම්මපාල ථෙර)","1928-01-01",676,"Pali","Full","Path Nirwana","ධර්ම සංග්‍රහ ග්‍රන්ථ","ධර්ම සංග්‍රහ ග්‍රන්ථ"
"2119","V0068","විමතිවිනොදනී සමන්තපාසාදිකා ටීකා","චෝළිය කස්සප ථෙර","1935-01-01",617,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2122","S0104","පපණ්‍චසූදනී මජ්ඣිමනිකාය 02-03","අට්ටකථා පාලි - අළුවිහාර","1926-01-01",583,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත්"
"2123","S0105","ඉතිවුත්තක පාලි","බොද්‍ධ සම්මේලනය","1965-01-01",123,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත් ත්‍රිපිටක"
"1795","P0029","කච්චායනව්‍යාකරණං",NULL,NULL,50,"Pali","Full","Path Nirwana","පාලි ව්‍යාකරණ ග්‍රන්ථ","පාලි භාෂාව"
"2124","A0075","කථාවත්‍ථුප්පකරණ පාලි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",375,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2130","A0076","ධම්මසඞ්ගණිප්පකරණ පාලි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",265,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2131","A0077","ධම්මසඞ්ගණිප්පකරණ පාලි","හේවාවිතාරණ","1953-01-01",269,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2132","A0078","සාට්ඨකථං ධම්මසංගනිප්පකරණං","සුමංගල හිමි/ සීලරතන හිමි","1910-01-01",83,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2133","A0079","ධාතුකථාප්පකරණ පාලි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",93,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2134","A0080","පට්ඨානප්පකරණ පාළි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",1520,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2135","A0081","පුග්ගල පඤ්ඤත්තිප්පකරණ පාලි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",77,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2138","S0113","මජ්ඣිමනිකාය 1 මූලපණ්ණාසකය","විද්‍යාලඞ්කාර","1946-01-01",448,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත් ත්‍රිපිටක"
"2139","A0082","යමකප්පකරණ පාළි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",732,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2140","V0069","විනය චුල්ලවග්ගපාළි සුළුවග","බෙන්තර ශ්‍රද්‍ධාතිස්ස හිමි","1928-01-01",423,"Pali","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2141","V0070","විනය චුල්ලවග්ගපාළි","බෙන්තර ශ්‍රද්‍ධාතිස්ස හිමි","1915-01-01",444,"Pali","Full","Archive.org","විනය","වෙනත් ත්‍රිපිටක"
"2158","A0083","විභඞ්ගප්පකරණ පාළි - ශ්‍රීපාද","කිරිඇල්ලේ ඤාණවිමල හිමි","1953-01-01",330,"Pali","Full","Path Nirwana","අභිධර්ම","වෙනත් ත්‍රිපිටක"
"2159","S0114","විමානපෙතවත්‍ථු ථෙරථෙරීගාථා පාළි -","මොරොන්තුඩුවේ ධම්මානන්ද හිමි","1930-01-01",404,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත් ත්‍රිපිටක"
"2160","S0115","සංයුත්ත නිකාය පාලි","බණ්ඩාරමුල්ලේ අමරසීහ හිමි","1926-01-01",1136,"Pali","Full","Path Nirwana","සූත්‍ර","වෙනත් ත්‍රිපිටක"
"2165","A0085","අත්තසාලිනි ලිනත්තපද වන්නනා - අභිධම්ම මුලටීකා","දෙහිගස්පේ පඤ්ඤාසාර හිමි","1938-01-01",174,"Pali","Full","Na Uyana","අභිධර්ම","අභිධර්ම"
"2559","S0271","ඛුද්දකපාඨ ධම්මපද උදාන ඉතිවුත්තක පාළි","අරංගල සිරිධම්ම හිමි","1926-01-01",206,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2562","S0274","අග්ගිකන්දෝපම සුත්‍ර සන්නය",NULL,"1914-01-01",25,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2564","V0132","ඔවාද ප්‍රාතිමොක්ෂය",NULL,"1897-01-01",20,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2565","V0133","විනයත්තප්පකාසිනි භාවාර්ත්ථ සහිත චුල්ලවග්ග ව්යාඛ්යාව - 01 - 02","මිණිවන්ගොඩ පඤ්ඤාතිස්ස හිමි","1927-01-01",404,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2566","V0134","පුරාණ පාරුපනවත සහ අති පුරාණ පාරුපනවත","අතුරලියේ ශ්‍රී සුමංගල හිමි","1914-01-01",35,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2571","B0032","විසුද්ධිමග්ගො පාළි","පොල්වත්තේ බුද්ධදත්ත හිමි","1914-01-01",580,"Pali","Full","Paramaththa","ධර්ම සංග්‍රහ ග්‍රන්ථ","ධර්ම සංග්‍රහ ග්‍රන්ථ"
"2581","V0143","ඛුද්දසික්ඛා සුමංගලප්පසාදනියා ටිකාය","සුමනජෝති හිමි","1898-01-01",202,"Pali","Full","Paramaththa","විනය","භික්ෂු විනය"
"2558","S0270","මජ්ජිම නිකායො (පාඨමො භාගො)","ධර්මකීර්ති ශ්‍රී ධම්මානන්ද හිමි","1924-01-01",398,"Pali","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2560","S0272","අංගුත්තරනිකායො පාලි","දේවමිත්ත හිමි","1893-01-01",1170,"Pali","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2561","S0273","අංගුත්තරනිකායට්ඨකථාටීකා - 01","වීරවර්ධන","1930-01-01",223,"Pali","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2563","V0131","සමන්තපාසාදිකා විනයසංවණ්ණානා","සිරිසුමන තිස්ස හිමි","1900-01-01",877,"Pali","Full","Paramaththa","විනය","භික්ෂු විනය"
"2569","V0137","සාසනසුද්ධ දීපනිය","දෙකඳුවල සුමනසාර හිමි","1899-01-01",40,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2570","V0138","සුද්‍ධච්ඡාද විභාවිනිය",NULL,"1885-01-01",48,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2572","RA0037","බණපිරිත් කතිකාවත",NULL,"1906-01-01",24,"Sinhala","Full","Na Uyana","ඉපැරණි ග්‍රන්ථ","පැරණි ධර්ම ග්‍රන්ථ"
"2573","RA0038","කථින විනිශ්චය","කපුගම ධම්මක්ඛන්ධ හිමි","1909-01-01",55,"Sinhala","Full","Na Uyana","ඉපැරණි ග්‍රන්ථ","පැරණි ධර්ම ග්‍රන්ථ"
"2574","S0275","අංගුත්තර නිකාය ගාථා සන්නය","විලේගොඩ ධම්මානන්ද හිමි","1908-01-01",163,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2575","V0139","සිඛ වළඳ හා සිඛ වළඳ විනිස සහිත සිඛ වළඳ විනිස ප්‍රදීපය","මැදඋයන්ගොඩ විමලකිත්ති හිමි","1950-01-01",171,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2576","V0140","විනයත්ථදීපනී මාතිකට්ඨකථා ව්යාඛ්යානය 01","මහව ඤාණාලෝක හිමි","2020-01-01",473,"Sinhala","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2577","V0140","විනයත්ථදීපනී මාතිකට්ඨකථා ව්යාඛ්යානය 02","මහව ඤාණාලෝක හිමි","2021-01-01",335,"Sinhala","Full","Path Nirwana","විනය","භික්ෂු විනය"
"2578","S0276","ධර්‍ම පදාර්‍ත්‍ථ කථා ගාථාසන්නය.","සුරියගොඩ සුමංගල හිමි","1889-01-01",89,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2579","V0141","සීමාවිනිශ්චය","බලපිටියේ විශුද්ධාලෝක හිමි","1968-01-01",176,"Sinhala","Full","My Library","විනය","භික්ෂු විනය"
"2580","V0142","මුලුසික සන්නය",NULL,"1924-01-01",38,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2582","V0144","සීමාලංකාර සංග්‍රහ සන්නය","ඤානානන්ද සිරිසද්දම්මජෝතිපාල හිමි","1904-01-01",56,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2583","V0145","පරමාර්ථ විභාගය සහ විනයොපදේශය","විටියල සිරි සාරානන්ද හිමි","1939-01-01",506,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2584","V0146","කම්මවාචා","කිත්තිසිරි සුමංගල හිමි","1918-01-01",46,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2585","V0147","පාචිත්‍යදියෝජනා",NULL,NULL,350,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2586","V0148","පාරුපනවත",NULL,"1900-01-01",92,"Sinhala","Full","Paramaththa","විනය","භික්ෂු විනය"
"2587","V0149","කම්මවාචා","සෝමානන්ද හිමි","1907-01-01",55,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2590","V0152","උභයමාතිකාපාලිය","විමලසාර හිමි","1914-01-01",244,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2591","V0153","ඛන්ධක විනය","හේන්පිටගෙදර ඤානසිහ හිමි","1966-01-01",380,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2593","V0155","මෙහෙණ සස්න","වැලිගම ඤානරතන හිමි","1956-01-01",204,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2595","V0157","සිකවලද හා සිකවලද විනිස","ඩී බි ජයතිලක","1834-01-01",140,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2596","V0158","මහණකම","යාගොඩ ධම්මප්‍රභ හිමි","1956-01-01",136,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2597","B0033","විසුද්ධි මග්ග සන්න (ප්‍රථම භාගය)","පරවාහැර වජිරඤාණ හිමි","1927-01-01",300,"Sinhala","Full","Paramaththa","ධර්ම සංග්‍රහ ග්‍රන්ථ","ධර්ම සංග්‍රහ ග්‍රන්ථ"
"2598","V0159","ශිල නිර්දේශය","ධර්මරත්න පඬිතුමා",NULL,402,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2599","V0160","විනය ප්‍රශ්න පත්‍ර 1989-2014",NULL,NULL,55,"Sinhala","Full","Daham Madura","විනය","භික්ෂු විනය"
"2600","S0277","සංයුක්ත නිකාය නිදාන වග්ග ටිකාව 13","BCC",NULL,NULL,"Sinhala","Full","My Library","සූත්‍ර","බෞද්ධ සංස්කෘත මධ්‍යස්ථාන මුද්‍රණය"
"2601","S0278","මහා පරිනිර්වාණ සුත්‍රය අර්‍ත්‍ථව්‍යාඛ්‍යානය",NULL,NULL,254,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2602","S0279","අංගුත්තර නිකාය 1","බොද්ධ සම්මේලනය","1952-01-01",438,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2588","V0150","භික්ෂු ප්‍රාතිමෝක්‍ෂය සහ භික්ෂුණි ප්‍රතිමොක්ෂය","ජි එෆ් මුණසිංහ","1914-01-01",102,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"2589","V0151","විනයත්ථ මංජුසා නාම කංඛාවිතරණි ටීකා","යූ.පී.ඒකනායක",NULL,312,"Pali","Full","Daham Madura","විනය","භික්ෂු විනය"
"2603","S0279","අංගුත්තර නිකාය 2","බොද්ධ සම්මේලනය","1971-01-01",600,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2604","S0280","සිංහල චර්‍ය්‍යපිටකාර්‍ථවර්‍ණනා","විලේගොඩ ධම්මානන්ද හිමි","1962-01-01",388,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2605","S0281","සන්න සහිත චරියාපිටකය","රන්දොඹේ සුදස්සන හිමි","1904-01-01",160,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත් ත්‍රිපිටක"
"2607","S0283","දම්පියා අටුවා සන්නය ගැටපදය","රස්නකවැවේ ශ්‍රී සද්ධර්මවංස හිමි","1952-01-01",368,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2608","S0284","දම්පියා අටුවා ගැටපදය විවරණය","මැදඋදන්ගොඩ විමලකිත්ති හිමි","1967-01-01",222,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2609","S0285","එළු උමංදාව","පරවාහැර පේමානන්ද හිමි/ ගලගම ධම්මික හිමි","1950-01-01",260,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2610","S0286","ධම්මපද පුරාණ සන්නය","කඹුරුපිටියේ ධම්මරතන හිමි","1926-01-01",214,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2611","S0287","ධම්මපද පුරාණ සන්නය","හෙය්යන්තුදුවේ දේවමිත්ත හිමි","1911-01-01",208,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2612","S0288","ධම්මපද විවරණය","මොරගල්ලේ සිරි ඤාණෝභාසතිස්ස හිමි","1962-01-01",852,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2613","S0289","The Dammapada","Narada Thero","1959-01-01",102,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2614","S0290","Buddavamsa and chariya-pitaka","Richard Moris","1882-01-01",124,"English","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2615","S0291","ධර්‍මමාත්‍ථර්‍ දීපනී","රත්ගම ශ්‍රී පඤ්ඤාසේකර හිමි","1936-01-01",370,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2616","S0292","The Dammapada 02","Narada Thero","1940-01-01",108,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2618","S0294","දශජාතක කථා වස්තුව","කළුතර ගුණානන්ද හිමි","1928-01-01",422,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2619","S0295","ධම්මපදං",NULL,NULL,34,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2621","S0297","ධම්මපදය","හෙය්යන්තුදුවේ දේවමිත්ත හිමි","1889-01-01",148,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2622","S0298","භූරිදත්ත - වෙස්සන්තර ජාතක විවරණය","ලයනල් ලොකුලියන","1955-01-01",326,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2623","S0299","විමානවස්තුප්‍රකරණය ප්‍රේතවස්තුප්‍රකරණය","තෙල්වත්තේ මහානාග සිලානනද හිමි","1901-01-01",430,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2624","S0300","අංගුලිමාල සූත්‍රය","ගිරිදර රතනජෝති හිමි","1891-01-01",44,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2625","S0301","අග්ගිකඛන්ධෝපම සූත්‍රසන්නය",NULL,"1900-01-01",30,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2626","S0302","ජාතක අටුවා ගැටපදය","ඩී බි ජයතිලක","1943-01-01",264,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2627","S0303","ජාතක ගාථා සන්නය","බද්දේගම ශ්‍රී ධම්මරතන හිමි","1929-01-01",570,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2629","S0305","දික්සඟිය (භාවය)","බලංගොඩ ආනන්දමෛත්‍රිය හිමි","1965-01-01",382,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2630","S0306","මහා පරිනිර්වාණ ධර්මය","බම්බරන්දේ සිරි සීවලී හිමි","1962-01-01",302,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2631","S0307","අච්ඡරියබ්භුත සූත්‍රය",NULL,"1897-01-01",52,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2632","S0308","අඤ්ඤාකොණ්ඩඤ්ඤ සූත්‍රය","මාලමුල්ලේ විමලරතන හිමි","1887-01-01",32,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2633","S0309","අටුවා සන්න සහිත ධම්මික සූත්‍රය",NULL,"1895-01-01",32,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2634","S0310","අටුවා-සන්න සහිත චෙතොඛිල සූත්‍රය",NULL,"1897-01-01",32,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2635","S0311","අනාගත වංශ දේශනාව (මෛත්‍රෙය වර්ණනාව)",NULL,"1901-01-01",38,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2636","S0312","ආර්‍යවංශ සූත්‍රය","මිරිස්සේ ඤාණරතනතිස්ස හිමි","1898-01-01",28,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2638","S0314","උම්මග්ග ජාතකය","කුමාරතුංග මුනිදාස","1907-01-01",274,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2710","S0383","දාරුක්ඛන්ධෝපම සූත්‍රය",NULL,"1900-01-01",26,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2639","S0315","උම්මග්ග ජාතකය ගැටපද විවරණය සහිතයි","එච් දී එස් අබේරත්න","1904-01-01",243,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2640","S0316","උම්මග්ග ජාතකය","බටුවන්තුඩාවේ පඬිතුමා","1907-01-01",230,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2641","S0317","චූලපණණමා සූත්‍රය",NULL,"1893-01-01",20,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2642","S0318","තිරොකුඩ්ඩ සූත්‍ර සන්නය සහ නිධිකණ්ඩ සූත්‍ර සන්නය",NULL,"1889-01-01",18,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2643","S0319","ථෙරිගාථා ව්‍යාඛ්‍යා","ජයවික්‍රම හා කාහඟආරච්චි","1958-01-01",312,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2644","S0320","දම්සක් පැවතුම් සූත්‍රය","වෙනිවැල්කොළ ඉන්ද්‍රජෝති හිමි","1915-01-01",92,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2645","S0321","දශසංඥා විභාගය","පොල්වත්තේ සිරි බුද්දදත්ත හිමි","1916-01-01",26,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2646","S0322","ධම්මහදයවිභංග සූත්‍රය","පින්වත්තේ සෝමානන්ද හිමි","1906-01-01",86,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2647","S0323","නවංගුපොසථ සූත්‍රය","බන්දියමුල්ලේ ධම්මරතන හිමි",NULL,30,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2649","S0325","පුරාණ සන්න සහිත බාලපණ්ඩිත සූත්‍රය",NULL,"1893-01-01",56,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2650","S0326","පුරාණ සන්න සහිත මහා සතිපට්ඨාන සූත්‍රය","තුඩාවේ ආර්යවංශ හිමි","1928-01-01",192,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2651","S0327","පෙළ සහිත මහා ප්‍රධාන සූත්‍ර සන්නය සහ ප්‍රත්‍යවෙක්ෂා ක්‍රමය","සිරිධම්ම හිමි","1915-01-01",60,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2653","S0329","ප්‍රාප්තකම්ම සූත්‍රය","මඩුගල්ලේ සිද්ධාර්ථ හිමි","1892-01-01",54,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2654","S0330","ප්‍රේතවස්තු වර්ණනාව","යු පි ඒකනායක","1926-01-01",428,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2659","S0332","මහා සතිපට්ඨාන භාවාර්ථ සන්නය",NULL,"1916-01-01",56,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2660","S0333","මහාතිර්ථායතන සූත්‍රය",NULL,"1901-01-01",40,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2662","S0335","මහාසමය සූත්‍රය ආදී සූත්‍ර හත",NULL,"1895-01-01",78,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2663","S0336","මහා සතිපට්ඨාන සූත්‍ර සන්නය","බුද්ධරක්ඛිත සාරානන්ද හිමි",NULL,186,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2664","S0337","ලක්ඛණ සූත්‍රය","මාදම්පේ සංඝරක්ඛිත හිමි","1916-01-01",88,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2665","S0338","ලොකානුවිචරණ සුත්‍රාන්ත ව්‍යාඛ්‍යානය",NULL,"1907-01-01",26,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2667","S0340","විස්තර සන්න සහිත ආටානාටිය සූත්‍රය","උදම්මිට ධම්මරක්ඛිත හිමි","1922-01-01",52,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2668","S0341","ශුභ සූත්‍රය හෙවත් චූලකම්මවිභංග සූත්‍රය","ගිරිදර රතනජෝති හිමි","1890-01-01",48,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2669","S0342","සමන්නෙසනා සහිත සඟි බණ මැදුම්සඟිය","යක්කඩුවේ පඤ්ඤාරාම හිමි","1957-01-01",338,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2670","S0343","සමිඞිසූත්‍ර සන්නය",NULL,"1898-01-01",22,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2671","S0344","සල්ල සූත්‍රය","ජී ධම්මාලෝක හිමි",NULL,14,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2672","S0345","සවිස්තර මංගල සූත්‍රය හෙවත් දෙලෝ දියුණුව","නාරද හිමි","1946-01-01",150,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2673","S0346","සප්ත භාර්‍යයා සූත්‍රය නය දහස",NULL,"1899-01-01",20,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2674","S0347","සාරාර්ථදීපිකා නම් වූ ජාතකාරථකථා ව්‍යාඛ්‍යාව","අහුන්ගල්ලේ විමලකීර්ති තිස්ස හිමි","1926-01-01",368,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
"2675","S0348","සිතියම් සහිත උම්මග්ග ජාතකය","බටුවන්තුඩාවේ පඬිතුමා","1909-01-01",260,"Sinhala","Full","Paramaththa","සූත්‍ර","වෙනත්"
